,Unnamed: 0,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp,sequence
210,210,2007-05-27,2007.0,5.0,21.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,9.0,-0.0,-0.0,6.0,5.0,0.0,-0.0,-0.0,0.0,12.0,10.0,9.0,36
211,211,2007-05-28,2007.0,5.0,22.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,8.0,-0.0,-0.0,5.0,3.0,0.0,-0.0,-0.0,0.0,12.0,11.0,9.0,36
212,212,2007-05-29,2007.0,5.0,22.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,9.0,0.0,0.0,6.0,5.0,-0.0,0.0,-0.0,0.0,13.0,18.0,9.0,36
213,213,2007-05-30,2007.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,8.0,0.0,-0.0,5.0,4.0,-0.0,0.0,0.0,-0.0,15.0,17.0,9.0,36
214,214,2007-05-31,2007.0,5.0,22.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,12.0,0.0,-0.0,3.0,3.0,0.0,-0.0,0.0,0.0,15.0,19.0,9.0,36
215,215,2008-05-01,2008.0,5.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,11.0,-0.0,-0.0,7.0,5.0,0.0,-0.0,-0.0,-0.0,10.0,18.0,10.0,37
216,216,2008-05-02,2008.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,-0.0,-0.0,5.0,5.0,0.0,-0.0,0.0,0.0,10.0,16.0,8.0,37
217,217,2008-05-03,2008.0,5.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,-0.0,-0.0,4.0,4.0,-0.0,0.0,0.0,-0.0,14.0,19.0,6.0,37
218,218,2008-05-04,2008.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,-0.0,-0.0,3.0,5.0,0.0,0.0,-0.0,0.0,12.0,5.0,6.0,37
217,217,2008-05-03,2008.0,5.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,-0.0,-0.0,4.0,4.0,-0.0,0.0,0.0,-0.0,14.0,19.0,6.0,38
218,218,2008-05-04,2008.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,-0.0,-0.0,3.0,5.0,0.0,0.0,-0.0,0.0,12.0,5.0,6.0,38
219,219,2008-05-05,2008.0,5.0,19.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,0.0,-0.0,6.0,4.0,-0.0,0.0,0.0,0.0,13.0,12.0,7.0,38
220,220,2008-05-06,2008.0,5.0,19.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,-0.0,0.0,4.0,5.0,-0.0,0.0,0.0,0.0,12.0,11.0,7.0,38
221,221,2008-05-07,2008.0,5.0,19.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,0.0,0.0,6.0,5.0,0.0,0.0,-0.0,-0.0,15.0,18.0,7.0,38
222,222,2008-05-08,2008.0,5.0,19.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,12.0,0.0,0.0,5.0,4.0,-0.0,-0.0,0.0,-0.0,10.0,19.0,7.0,38
223,223,2008-05-09,2008.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,12.0,-0.0,0.0,5.0,5.0,-0.0,-0.0,-0.0,-0.0,12.0,9.0,8.0,38
224,224,2008-05-10,2008.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,14.0,-0.0,0.0,6.0,4.0,0.0,-0.0,0.0,0.0,15.0,7.0,7.0,38
225,225,2008-05-11,2008.0,5.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,16.0,0.0,0.0,5.0,3.0,0.0,-0.0,-0.0,-0.0,10.0,5.0,7.0,38
224,224,2008-05-10,2008.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,14.0,-0.0,0.0,6.0,4.0,0.0,-0.0,0.0,0.0,15.0,7.0,7.0,39
225,225,2008-05-11,2008.0,5.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,16.0,0.0,0.0,5.0,3.0,0.0,-0.0,-0.0,-0.0,10.0,5.0,7.0,39
226,226,2008-05-12,2008.0,5.0,20.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,0.0,0.0,4.0,4.0,-0.0,-0.0,-0.0,0.0,12.0,7.0,7.0,39
227,227,2008-05-13,2008.0,5.0,20.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,8.0,-0.0,-0.0,5.0,5.0,0.0,-0.0,0.0,0.0,15.0,10.0,6.0,39
228,228,2008-05-14,2008.0,5.0,20.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,-0.0,-0.0,5.0,7.0,0.0,0.0,0.0,-0.0,15.0,6.0,7.0,39
229,229,2008-05-15,2008.0,5.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,-0.0,5.0,5.0,-0.0,-0.0,0.0,-0.0,9.0,8.0,8.0,39
230,230,2008-05-16,2008.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,9.0,0.0,-0.0,6.0,5.0,0.0,0.0,0.0,0.0,11.0,9.0,9.0,39
231,231,2008-05-17,2008.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,0.0,-0.0,5.0,4.0,0.0,0.0,-0.0,-0.0,8.0,9.0,9.0,39
232,232,2008-05-18,2008.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,14.0,-0.0,-0.0,5.0,3.0,-0.0,0.0,-0.0,-0.0,10.0,7.0,9.0,39
231,231,2008-05-17,2008.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,0.0,-0.0,5.0,4.0,0.0,0.0,-0.0,-0.0,8.0,9.0,9.0,40
232,232,2008-05-18,2008.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,14.0,-0.0,-0.0,5.0,3.0,-0.0,0.0,-0.0,-0.0,10.0,7.0,9.0,40
233,233,2008-05-19,2008.0,5.0,21.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,14.0,-0.0,0.0,4.0,3.0,0.0,-0.0,-0.0,0.0,11.0,7.0,9.0,40
234,234,2008-05-20,2008.0,5.0,21.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,19.0,0.0,0.0,6.0,4.0,0.0,-0.0,0.0,0.0,12.0,7.0,9.0,40
235,235,2008-05-21,2008.0,5.0,21.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,-0.0,-0.0,8.0,4.0,0.0,-0.0,0.0,0.0,14.0,4.0,9.0,40
236,236,2008-05-22,2008.0,5.0,21.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,-0.0,-0.0,7.0,4.0,-0.0,-0.0,0.0,0.0,3.0,6.0,10.0,40
237,237,2008-05-23,2008.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,0.0,-0.0,6.0,7.0,-0.0,-0.0,-0.0,-0.0,11.0,9.0,8.0,40
238,238,2008-05-24,2008.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,13.0,0.0,0.0,5.0,6.0,-0.0,-0.0,0.0,-0.0,13.0,12.0,6.0,40
239,239,2008-05-25,2008.0,5.0,21.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,19.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,-0.0,17.0,17.0,7.0,40
238,238,2008-05-24,2008.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,13.0,0.0,0.0,5.0,6.0,-0.0,-0.0,0.0,-0.0,13.0,12.0,6.0,41
239,239,2008-05-25,2008.0,5.0,21.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,19.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,-0.0,17.0,17.0,7.0,41
240,240,2008-05-26,2008.0,5.0,22.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,17.0,-0.0,0.0,11.0,7.0,0.0,-0.0,-0.0,0.0,13.0,18.0,7.0,41
241,241,2008-05-27,2008.0,5.0,22.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,17.0,0.0,0.0,12.0,7.0,-0.0,0.0,0.0,-0.0,17.0,19.0,8.0,41
242,242,2008-05-28,2008.0,5.0,22.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,-0.0,-0.0,11.0,7.0,0.0,-0.0,0.0,-0.0,11.0,7.0,8.0,41
243,243,2008-05-29,2008.0,5.0,22.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,15.0,0.0,-0.0,6.0,7.0,-0.0,-0.0,0.0,-0.0,11.0,9.0,9.0,41
244,244,2008-05-30,2008.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,10.0,-0.0,-0.0,5.0,8.0,-0.0,0.0,-0.0,-0.0,17.0,8.0,9.0,41
245,245,2008-05-31,2008.0,5.0,22.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,7.0,-0.0,-0.0,6.0,7.0,0.0,-0.0,0.0,-0.0,15.0,5.0,8.0,41
246,246,2009-05-01,2009.0,5.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,12.0,0.0,0.0,7.0,6.0,0.0,-0.0,-0.0,-0.0,14.0,5.0,6.0,42
247,247,2009-05-02,2009.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,12.0,-0.0,-0.0,12.0,7.0,-0.0,-0.0,0.0,0.0,11.0,6.0,6.0,42
248,248,2009-05-03,2009.0,5.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,11.0,0.0,-0.0,10.0,8.0,0.0,0.0,-0.0,0.0,11.0,6.0,6.0,42
247,247,2009-05-02,2009.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,12.0,-0.0,-0.0,12.0,7.0,-0.0,-0.0,0.0,0.0,11.0,6.0,6.0,43
248,248,2009-05-03,2009.0,5.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,11.0,0.0,-0.0,10.0,8.0,0.0,0.0,-0.0,0.0,11.0,6.0,6.0,43
249,249,2009-05-04,2009.0,5.0,19.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,13.0,0.0,-0.0,10.0,7.0,-0.0,-0.0,-0.0,-0.0,12.0,4.0,6.0,43
250,250,2009-05-05,2009.0,5.0,19.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,13.0,0.0,0.0,10.0,6.0,-0.0,-0.0,-0.0,0.0,9.0,4.0,6.0,43
251,251,2009-05-06,2009.0,5.0,19.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,14.0,-0.0,0.0,5.0,2.0,-0.0,-0.0,-0.0,-0.0,10.0,8.0,6.0,43
252,252,2009-05-07,2009.0,5.0,19.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,8.0,-0.0,-0.0,12.0,4.0,0.0,0.0,0.0,-0.0,18.0,6.0,7.0,43
253,253,2009-05-08,2009.0,5.0,19.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,-0.0,-0.0,10.0,5.0,-0.0,0.0,-0.0,-0.0,15.0,9.0,8.0,43
254,254,2009-05-09,2009.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,0.0,-0.0,6.0,6.0,-0.0,0.0,0.0,-0.0,15.0,7.0,9.0,43
255,255,2009-05-10,2009.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,-0.0,-0.0,5.0,8.0,-0.0,-0.0,-0.0,0.0,12.0,9.0,8.0,43
254,254,2009-05-09,2009.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,0.0,-0.0,6.0,6.0,-0.0,0.0,0.0,-0.0,15.0,7.0,9.0,44
255,255,2009-05-10,2009.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,-0.0,-0.0,5.0,8.0,-0.0,-0.0,-0.0,0.0,12.0,9.0,8.0,44
256,256,2009-05-11,2009.0,5.0,20.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,0.0,-0.0,5.0,8.0,-0.0,-0.0,0.0,-0.0,12.0,10.0,9.0,44
257,257,2009-05-12,2009.0,5.0,20.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,0.0,-0.0,4.0,8.0,-0.0,0.0,0.0,-0.0,15.0,10.0,9.0,44
258,258,2009-05-13,2009.0,5.0,20.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,0.0,0.0,12.0,7.0,-0.0,-0.0,-0.0,0.0,16.0,10.0,9.0,44
259,259,2009-05-14,2009.0,5.0,20.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,0.0,0.0,17.0,4.0,-0.0,0.0,-0.0,0.0,11.0,16.0,9.0,44
260,260,2009-05-15,2009.0,5.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,-0.0,-0.0,13.0,2.0,0.0,-0.0,0.0,-0.0,9.0,19.0,10.0,44
261,261,2009-05-16,2009.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,-0.0,0.0,17.0,-0.0,-0.0,-0.0,-0.0,0.0,12.0,19.0,8.0,44
262,262,2009-05-17,2009.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,0.0,12.0,5.0,-0.0,0.0,0.0,-0.0,12.0,19.0,7.0,44
261,261,2009-05-16,2009.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,-0.0,0.0,17.0,-0.0,-0.0,-0.0,-0.0,0.0,12.0,19.0,8.0,45
262,262,2009-05-17,2009.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,0.0,12.0,5.0,-0.0,0.0,0.0,-0.0,12.0,19.0,7.0,45
263,263,2009-05-18,2009.0,5.0,21.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,9.0,0.0,0.0,8.0,4.0,0.0,-0.0,0.0,0.0,11.0,19.0,8.0,45
264,264,2009-05-19,2009.0,5.0,21.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,8.0,0.0,-0.0,4.0,5.0,0.0,0.0,0.0,0.0,12.0,9.0,6.0,45
265,265,2009-05-20,2009.0,5.0,21.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,10.0,-0.0,-0.0,12.0,6.0,-0.0,0.0,-0.0,0.0,11.0,11.0,6.0,45
266,266,2009-05-21,2009.0,5.0,21.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,9.0,0.0,-0.0,10.0,5.0,0.0,0.0,0.0,0.0,17.0,17.0,7.0,45
267,267,2009-05-22,2009.0,5.0,21.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,14.0,-0.0,0.0,10.0,2.0,-0.0,-0.0,0.0,-0.0,14.0,19.0,7.0,45
268,268,2009-05-23,2009.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,11.0,-0.0,-0.0,10.0,4.0,-0.0,0.0,0.0,0.0,12.0,8.0,6.0,45
269,269,2009-05-24,2009.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,8.0,0.0,0.0,10.0,3.0,-0.0,-0.0,-0.0,-0.0,8.0,9.0,7.0,45
268,268,2009-05-23,2009.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,11.0,-0.0,-0.0,10.0,4.0,-0.0,0.0,0.0,0.0,12.0,8.0,6.0,46
269,269,2009-05-24,2009.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,8.0,0.0,0.0,10.0,3.0,-0.0,-0.0,-0.0,-0.0,8.0,9.0,7.0,46
270,270,2009-05-25,2009.0,5.0,22.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,7.0,-0.0,-0.0,9.0,2.0,0.0,0.0,-0.0,-0.0,1.0,10.0,6.0,46
271,271,2009-05-26,2009.0,5.0,22.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,12.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,-0.0,13.0,11.0,7.0,46
272,272,2009-05-27,2009.0,5.0,22.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,11.0,0.0,-0.0,7.0,4.0,-0.0,-0.0,-0.0,0.0,13.0,19.0,8.0,46
273,273,2009-05-28,2009.0,5.0,22.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,-0.0,12.0,14.0,6.0,46
274,274,2009-05-29,2009.0,5.0,22.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,0.0,-0.0,12.0,4.0,-0.0,-0.0,0.0,0.0,6.0,13.0,6.0,46
275,275,2009-05-30,2009.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,-0.0,-0.0,10.0,4.0,0.0,-0.0,0.0,-0.0,11.0,12.0,6.0,46
276,276,2009-05-31,2009.0,5.0,22.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,-0.0,0.0,6.0,5.0,-0.0,-0.0,0.0,0.0,13.0,17.0,7.0,46
